"food","Alabama","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","District of Columbia","Florida","Georgia","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming"
"cupcakes too",0,0,0,3,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"cupcakes w",0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,3,1,0,0,2,0,0,0,0
"cut the cake",1,1,1,3,0,0,0,0,0,2,0,0,1,0,0,0,3,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,1,0,2,0,2,0,0,1,0,0,2,0,0,0,0
"debbie cakes",4,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,2,4,0,0,1,0,1,0,0
"deep dish pizza",2,0,0,8,1,0,0,1,2,2,0,72,0,1,0,0,0,0,3,0,1,0,0,1,0,1,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0
"deep fried turkey",0,0,0,3,0,1,1,0,1,3,0,3,0,0,0,2,1,0,3,0,1,1,0,0,0,0,0,0,0,1,2,1,0,1,0,0,2,0,1,0,1,7,0,0,2,1,0,1,0
"delicious pizza",0,0,1,3,0,0,0,0,4,1,0,2,0,0,1,0,1,0,0,1,2,0,0,0,0,1,0,0,2,0,5,0,0,2,0,0,1,0,0,0,0,4,0,0,1,1,1,0,0
"delivery pizza",1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0
"digiorno pizzo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dish pizza",0,0,0,2,0,0,1,0,0,0,0,7,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
"donut",11,17,4,163,9,19,4,5,34,38,2,57,17,9,6,10,18,7,24,38,45,11,12,29,1,6,8,3,21,5,72,16,2,38,8,11,51,3,15,2,19,108,5,1,24,24,5,11,2
"donut hole",0,0,0,1,0,0,0,0,16,0,0,0,1,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"donut holes",0,1,0,18,0,1,0,1,2,4,0,1,2,0,0,2,4,0,0,1,1,0,2,1,0,0,1,1,0,1,1,1,0,2,2,1,5,0,0,2,2,25,0,0,1,0,1,0,0
"donut run",0,0,0,2,1,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,2,0
"donuts",45,38,29,558,33,34,23,15,146,91,2,118,67,17,36,42,128,4,78,69,91,40,32,50,2,17,34,4,82,11,160,74,4,174,47,36,127,14,38,4,53,452,13,2,82,66,10,33,1
"donuts http",1,0,0,50,1,0,0,0,1,2,0,1,0,0,0,3,3,0,1,1,1,0,0,0,0,0,0,0,3,1,3,0,0,1,2,2,7,0,0,0,0,5,0,0,0,0,1,0,0
"donuts on",1,0,0,3,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,4,0,1,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,4,0,0,1,1,1,1,0
"donuts w",0,0,0,8,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
"double cheese burger",1,1,1,3,1,1,2,0,2,7,0,5,4,0,1,3,1,0,3,1,3,1,1,0,0,1,0,0,2,0,1,5,0,4,1,0,1,1,3,0,2,4,0,1,2,1,0,2,0
"double cheese burgers",2,0,0,4,0,0,0,0,1,1,0,3,1,0,0,0,1,0,0,0,2,0,1,2,1,1,1,0,1,0,2,0,0,2,0,1,2,0,0,0,0,3,0,0,0,1,0,1,0
"double cheeseburger",3,1,3,10,2,2,0,1,5,6,1,4,2,1,0,0,5,0,1,1,6,1,1,2,0,0,0,0,3,0,2,3,0,6,0,0,0,1,3,0,0,5,0,1,1,1,1,1,0
"double cheeseburgers",1,1,0,7,0,0,0,0,1,2,0,2,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,4,1,0,0,0,0,2,0,1,0,0,2,1,0,0,0,0,1,0
"doughnut",11,5,2,29,2,2,1,0,13,14,0,13,8,0,4,1,5,1,8,1,13,4,4,4,0,1,5,1,7,2,12,17,0,12,0,10,6,0,13,0,6,7,2,0,12,6,1,2,0
"doughnuts",48,20,2,162,11,2,2,11,88,112,0,29,23,2,9,22,24,0,25,8,33,10,21,20,2,3,14,2,15,2,39,107,0,46,10,20,45,2,76,3,39,86,5,0,63,33,5,17,1
"doughnuts http",12,4,0,71,2,0,0,8,24,17,0,1,1,0,0,1,6,0,1,0,2,0,1,2,0,1,2,0,0,3,0,16,0,7,0,1,4,0,15,0,7,12,2,0,13,9,0,1,0
"doughnuts w",0,1,1,9,1,0,0,1,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,1,0,0,0,0,3,0,0,3,1,0,0,0
"dozen cupcakes",0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0
"duck fat",0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"dungeness crab",0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
"easter candy",1,1,0,4,0,4,0,2,2,2,0,3,2,0,1,2,3,0,0,1,4,3,1,0,0,0,0,0,2,0,8,3,1,3,1,0,7,0,0,0,4,4,0,0,2,2,1,0,0
"eat a cookie",2,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0
"eat bacon",0,3,1,2,2,1,0,0,2,2,0,3,0,1,1,0,0,0,1,1,2,1,0,1,0,1,1,0,0,0,4,0,0,2,1,0,1,1,0,1,0,6,1,0,1,0,0,0,0
"eat beef",1,0,1,1,0,0,0,0,1,4,0,3,0,1,0,0,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,4,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0
"eat cake",1,2,0,10,1,0,0,1,7,5,0,5,2,1,1,2,4,2,4,4,3,1,1,1,0,0,0,0,2,3,4,2,1,6,0,2,2,1,3,0,2,12,0,0,3,2,2,0,0
"eat candy",0,1,0,3,0,0,0,0,1,1,0,3,4,1,0,0,1,0,0,3,3,0,1,3,0,0,0,0,1,0,2,3,0,2,1,0,1,0,1,0,1,3,1,0,0,2,0,0,0
"eat chicken",2,0,4,11,2,1,0,0,11,9,0,6,4,1,1,1,8,0,6,1,2,2,4,3,0,2,2,0,2,1,9,3,0,4,0,1,10,1,1,0,4,11,1,0,2,2,1,1,0
"eat cookies",0,0,0,10,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,1,1,0,4,2,0,6,0,2,1,0,1,0,2,1,0,0,2,2,0,2,0
"eat eggs",0,0,0,0,0,0,0,0,3,0,0,0,1,1,2,0,1,0,1,1,0,0,0,1,0,0,0,0,3,0,2,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0
"eat ice cream",3,5,4,27,1,4,0,0,15,10,1,10,8,2,0,4,9,1,10,5,11,7,2,4,0,3,3,0,6,3,12,7,0,10,2,3,11,0,5,0,8,23,3,0,5,11,1,7,0
"eat noodles",0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,4,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,2,1,0,0,0,1,0,1,7,0,0,2,1,1,0,0
"eat pancakes",2,0,0,2,0,0,0,0,2,3,0,2,0,1,0,1,1,0,1,0,2,1,0,0,0,0,0,0,1,1,2,1,0,1,0,0,3,1,3,0,2,6,0,0,0,1,0,0,0
"eat pizza",4,7,2,23,3,2,1,2,10,5,1,17,10,1,5,0,3,2,4,9,13,6,3,8,0,0,2,2,9,4,17,5,0,16,4,3,8,1,3,0,4,25,1,0,4,3,0,3,0
"eat pork",0,0,0,10,2,1,1,0,2,7,0,4,2,1,0,0,3,0,1,2,1,0,0,2,0,0,0,0,3,0,5,2,0,3,1,0,5,0,1,0,2,8,0,0,4,1,0,1,0
"eat some cake",0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,3,0,0,0,0,0,1,0,1,0,3,0,0,1,0,0,0,0,1,0,3,1,0,0,1,0,0,0,0
"eat some pizza",1,0,0,3,0,0,0,0,2,1,0,1,0,0,0,1,3,0,4,0,2,0,1,0,0,0,1,0,1,0,3,0,0,2,0,2,2,0,1,1,0,7,0,0,1,0,0,0,0
"eat spaghetti",0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,3,7,0,0,0,2,1,1,0
"eat turkey",1,3,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,4,0,2,0,0,0,0,0,0,0,0,5,2,0,1,1,1,2,1,1,0,0,4,0,0,1,1,0,0,0
"eat yogurt",1,0,1,3,1,3,0,0,3,3,0,1,1,0,1,0,3,0,1,6,1,1,0,0,0,1,1,0,2,1,6,5,0,3,0,1,8,1,1,1,0,5,0,1,2,2,0,2,0
"eatin candy",1,0,0,0,0,0,1,0,2,2,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"eatin chicken",1,1,1,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
"eatin cookies",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"eatin ice cream",0,0,0,2,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,1,0,1,3,0,0,1,0,1,0,0,0,0,2,0,0,2,0,0,0,0
"eatin pizza",1,0,0,2,0,0,1,2,1,1,0,1,2,0,0,0,3,0,4,0,1,1,0,0,0,0,0,0,1,0,5,0,0,1,0,0,1,0,1,0,3,8,0,0,0,0,0,1,0
"eating a banana",0,2,1,12,1,1,1,0,6,0,0,5,1,1,2,2,1,1,6,1,8,0,0,2,0,1,2,0,2,1,5,2,0,5,1,0,5,0,0,0,0,3,3,0,1,2,0,3,0
"eating a candy cane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0
"eating an apple",2,1,0,6,1,1,0,0,2,2,0,1,1,1,1,0,0,0,2,6,3,2,1,2,0,0,0,1,3,1,9,2,0,4,1,0,4,0,1,0,0,3,0,0,2,0,0,0,0
"eating bacon",0,2,0,3,0,2,0,0,3,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,2,0,3,2,1,3,0,1,0,0,3,0,0,2,2,1,1,0
"eating cake",2,0,2,6,0,1,0,0,4,1,1,9,1,0,0,3,4,0,1,4,2,1,1,2,0,0,0,0,1,0,6,4,1,5,0,0,3,2,0,0,3,4,0,0,2,0,0,1,0
"eating candy",4,3,3,17,1,1,1,1,7,8,0,6,2,1,0,1,11,1,5,1,9,2,3,2,0,2,3,0,6,0,4,5,0,10,2,2,6,3,4,0,2,16,1,0,2,0,0,0,0
"eating cheese",0,1,0,11,0,1,0,0,3,0,0,5,0,0,1,0,0,0,0,1,0,1,2,3,0,0,0,0,2,0,0,1,0,3,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0
"eating cheesecake",0,0,0,4,0,0,0,0,1,3,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"eating cherries",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"eating chicken",5,5,2,21,1,1,1,2,9,14,0,6,1,2,1,1,8,1,6,13,15,0,5,4,0,0,1,0,10,1,18,3,0,12,0,3,12,2,5,0,4,19,1,0,9,6,3,1,0
"eating chicken nuggets",0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0
"eating cookie dough",2,0,1,1,1,2,0,0,2,5,0,1,1,0,1,1,0,0,1,2,2,1,0,3,0,0,0,0,1,0,1,4,0,2,0,0,2,0,2,0,1,1,0,0,1,1,1,0,0
"eating cookies",2,1,2,15,2,1,0,1,7,10,2,9,7,1,1,5,3,0,3,6,3,1,3,4,0,0,2,0,4,0,2,5,0,9,0,2,11,0,4,0,4,17,0,0,4,1,0,3,0
"eating crabs",1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0
"eating donuts",1,0,0,7,0,0,0,0,2,2,1,0,3,1,0,0,4,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,3,1,0,3,0,0,1,1,6,1,0,1,1,0,1,0
"eating eggs",0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4,1,0,2,1,0,2,0,0,0,1,1,0,1,0,0,0,0,0
"eating grapes",0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,4,1,0,1,1,0,0,0,0,0,0,0,3,0,2,0,0,1,1,0,0,0,0,0,1,6,0,0,0,1,0,0,1
"eating ham",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0
"eating ice cream",12,5,8,49,6,3,2,4,23,21,1,30,7,4,3,3,16,2,10,13,19,3,7,7,0,2,4,1,18,1,33,16,2,21,4,6,17,4,6,0,10,45,1,0,6,5,2,7,0
"eating ice cream and watching",0,0,0,4,0,0,0,0,2,4,0,0,0,0,0,1,2,0,1,0,2,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,2,0,2,0,0,4,1,0,1,0,1,1,0
"eating noodles",4,0,2,2,0,0,0,2,3,4,0,5,1,0,0,1,9,0,4,1,7,2,4,1,0,0,0,0,2,0,2,1,0,4,0,0,4,0,2,0,5,5,0,0,5,0,0,1,0
"eating oatmeal",0,0,0,4,0,1,1,1,1,3,0,0,0,0,0,1,0,0,1,1,3,0,0,0,0,0,2,0,3,0,3,0,0,4,0,0,3,0,0,0,1,3,0,0,1,0,0,2,0
"eating pancakes",2,1,1,3,0,0,1,0,4,2,0,2,0,0,1,0,2,0,4,1,3,0,3,0,0,0,2,0,3,0,0,3,0,4,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0
"eating pasta",0,1,1,2,0,0,0,0,2,2,0,1,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"eating peanut butter",0,0,0,2,0,0,0,1,2,0,0,0,0,1,0,1,3,0,0,0,0,0,1,3,0,0,1,0,4,0,3,2,0,4,0,1,1,0,1,0,0,2,0,0,3,0,0,0,0
"eating pizza",12,4,5,58,2,8,2,1,28,26,0,17,18,3,5,8,13,2,14,14,24,4,9,6,0,2,6,2,13,3,30,19,1,45,2,6,18,5,14,2,13,55,4,1,17,8,1,9,0
"eating pizza and",1,0,1,3,0,1,0,0,2,1,0,4,1,0,0,1,0,0,0,3,3,1,0,2,0,1,1,1,1,0,3,0,0,3,0,0,1,0,0,0,2,5,0,0,3,0,1,0,0
"eating popcorn",3,2,3,15,0,2,0,0,10,7,0,6,2,0,0,0,2,0,4,0,7,1,3,0,0,1,1,0,1,2,3,4,0,5,0,1,4,0,2,1,3,16,2,1,9,2,0,1,0
"eating pork",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
"eating pretzels",1,0,1,3,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,2,0,0,2,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"eating ribs",1,0,0,0,0,0,2,0,3,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0
"eating shrimp",1,0,0,3,0,1,0,0,1,2,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0
"eating spaghetti",0,0,1,8,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,2,1,1,3,1,1,2,0,2,0,1,6,0,0,3,0,0,0,0
"eating strawberries",0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0
"eating sunflower seeds",3,0,3,0,0,0,0,2,2,3,0,2,0,0,0,0,4,0,3,1,1,2,0,1,0,0,0,0,0,0,0,0,0,3,1,0,2,0,2,0,0,3,0,0,1,0,1,0,0
"eating watermelon",1,0,1,3,0,0,0,1,4,1,0,1,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,1,4,0,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0
"eating yogurt",2,0,1,3,0,0,0,0,2,3,0,1,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,1,3,1,0,1,0,0,1,0
"ed onions",0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0
"egg",38,137,46,258,53,36,5,34,138,121,6,97,53,26,21,32,53,5,84,52,75,37,24,35,1,14,41,8,99,7,182,76,3,121,28,34,119,13,59,3,49,310,8,2,78,44,11,41,4
"egg haha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"egg lol",1,0,0,1,0,0,1,1,1,2,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,3,0,2,3,0,1,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0
"egg mcmuffin",0,1,0,12,1,3,0,0,4,3,0,4,1,0,0,1,1,0,3,0,6,0,0,1,0,0,0,0,0,0,3,2,0,0,0,4,2,0,0,0,1,4,0,0,2,4,0,0,0
"egg nog",12,4,3,39,7,16,2,1,12,17,2,12,13,7,8,8,11,0,17,16,11,7,3,4,2,5,1,1,19,2,33,15,1,29,3,6,25,8,9,2,10,30,3,0,13,17,4,9,0
"egg nogg",0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"egg noodles",0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
"egg roll",6,4,1,13,4,4,3,5,1,10,0,4,6,1,1,0,1,1,9,3,5,1,1,2,0,0,1,0,7,0,7,12,0,12,2,1,4,1,2,0,2,12,0,0,3,1,0,1,0
"egg rolls",8,4,2,42,3,0,2,3,9,16,0,10,5,7,2,3,5,0,7,7,9,11,2,5,0,0,5,0,6,1,6,8,0,8,5,3,10,3,6,1,6,33,6,0,11,7,5,6,0
"egg w",0,13,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,12,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
"egg white",1,1,0,5,2,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0
"egg whites",2,3,2,28,0,4,0,0,15,6,0,5,3,1,1,4,6,0,4,1,8,4,1,4,0,0,6,1,10,1,25,2,0,6,2,0,13,0,2,0,1,31,2,0,3,3,2,0,0
"eggnog",2,4,0,12,3,3,3,1,21,14,0,4,11,1,6,3,6,2,10,9,8,7,2,7,0,0,0,2,11,2,13,5,0,14,6,2,13,2,3,0,5,20,4,1,9,10,1,9,0
"eggplant",1,3,0,22,1,1,0,4,6,6,0,2,2,0,1,2,3,1,2,6,1,1,1,1,0,1,2,1,8,0,18,2,0,0,1,1,6,2,4,0,4,7,0,0,1,0,2,0,0
"eggroll",0,1,2,4,0,6,0,0,3,1,0,3,2,1,0,1,3,0,3,1,2,0,2,1,0,0,1,0,5,0,3,2,0,1,0,0,1,0,2,0,0,7,0,0,2,0,1,0,0
"eggrolls",0,1,1,8,0,2,1,1,4,1,0,1,2,1,2,2,2,0,0,1,0,1,2,2,0,0,3,0,2,1,1,2,0,3,0,0,0,0,0,1,0,7,0,0,2,0,0,0,0
"eggs",74,57,42,413,35,54,32,43,176,188,11,183,78,26,21,43,121,5,117,94,142,51,63,72,2,12,73,14,112,13,211,106,8,178,31,43,191,13,123,4,84,349,18,6,126,64,18,54,1
"eggs and",2,1,1,7,1,2,0,0,7,8,0,2,3,1,0,1,2,0,3,1,3,1,0,2,0,0,1,0,4,0,9,3,0,6,1,0,7,2,1,1,2,8,1,0,2,0,0,1,0
"eggs and bacon",1,2,3,10,0,0,0,0,5,6,0,2,1,1,2,5,4,0,3,2,3,0,2,1,0,1,0,1,1,1,8,5,1,4,2,0,6,0,1,0,4,11,2,2,1,2,0,0,0
"eggs and bacon",1,2,3,10,0,0,0,0,5,6,0,2,1,1,2,5,4,0,3,2,3,0,2,1,0,1,0,1,1,1,8,5,1,4,2,0,6,0,1,0,4,11,2,2,1,2,0,0,0
"eggs and ham",0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0
"eggs and toast",0,0,0,5,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,2,2,0,0,0,0,0,0,2,0,4,1,0,6,1,1,2,0,0,0,1,2,0,0,0,1,1,1,0
"eggs for breakfast",0,1,0,9,1,0,0,0,0,2,1,1,1,1,0,0,0,1,1,2,2,2,0,0,0,0,0,0,3,0,4,4,0,2,0,0,5,0,2,0,0,6,0,0,7,0,0,1,0
"eggs over easy",0,0,0,2,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,2,1,4,0,0,0,0,2,2,0,1,0,1,2,0,0,1,2,0,0,0
"eggs w",0,1,1,4,0,0,0,0,1,2,0,7,2,0,0,0,0,0,2,0,1,0,0,1,0,0,2,0,2,0,1,0,0,3,0,0,1,0,0,0,1,3,0,0,2,2,1,0,0
"endless shrimp",2,1,1,6,0,1,0,1,6,5,0,3,5,2,2,1,1,0,2,0,0,0,2,3,0,0,1,0,2,0,7,3,0,4,1,2,5,0,2,0,2,10,1,0,5,0,0,0,0
"extra bacon",0,0,0,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,3,0,0,2,0,0,1,1,0,0,0
"extra cheese",4,0,1,6,0,0,0,1,5,11,0,2,3,0,1,3,3,0,1,3,3,1,3,5,0,1,1,0,1,0,12,3,0,4,3,1,6,1,0,0,2,8,0,0,3,0,1,2,0
"extra chicken",0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0
"extra virgin olive oil",1,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"falafel",1,1,1,37,6,3,0,7,7,2,0,20,2,0,1,0,2,1,5,8,8,4,0,6,0,1,0,0,9,0,47,0,0,6,1,2,8,1,4,0,1,10,1,0,2,6,1,2,0
"favorite candy",0,1,0,3,0,4,1,1,3,3,0,3,2,2,0,3,2,0,4,2,3,2,3,1,0,0,1,0,1,0,1,0,0,5,2,1,5,0,0,0,1,8,0,0,4,2,1,3,0
"feta cheese",0,0,1,1,0,1,0,1,3,1,0,3,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,3,1,1,0,0,0,0,0,2,0,0,3,1,0,0,0
"fish and grits",2,0,0,0,0,2,0,0,5,8,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,2,0,1,0,0,4,0,2,0,1,2,0,0,1,0,0,0,0
"fish and grits",2,0,0,0,0,2,0,0,5,8,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,2,0,1,0,0,4,0,2,0,1,2,0,0,1,0,0,0,0
"flatbread",0,0,0,3,0,3,0,1,4,1,0,3,3,2,0,2,1,0,3,3,3,0,0,8,0,1,2,1,2,0,4,0,0,2,1,1,2,0,2,0,0,3,0,1,1,1,0,0,0
"flatbreads",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"flounder",1,1,0,5,3,0,0,0,6,1,1,1,0,0,0,0,1,0,7,2,1,1,0,0,0,0,0,0,3,0,1,3,0,0,1,0,2,0,3,0,1,6,0,0,1,0,0,2,0
"fortune cookie",19,10,13,106,10,8,3,7,41,21,2,33,16,6,9,8,8,3,19,17,23,7,9,4,0,5,8,1,26,3,35,26,0,28,11,3,24,2,13,1,16,81,14,0,21,10,13,10,1
